0,1
23569,643
2364Q,154
2365T,660
23685,804
2457T,189
2638T,17
27965,322
28TAK,41
29K7T,572
2T987,391
2Q374,874
2Q7K6,806
324K5,596
34KQA,162
3684Q,95
374A9,117
38Q2K,586
38A27,303
39257,107
392QT,387
3QT25,470
3QK56,69
3K978,741
3KAQ7,668
3A579,38
42Q35,712
43QK5,36
43K89,927
46A75,22
49Q8A,376
4K2T5,170
4K3T9,878
4A72T,528
4AK69,473
528TQ,153
538Q4,261
54AQ3,761
56A3K,371
579Q4,822
587A6,587
5893T,841
59Q2K,661
59A47,502
5Q397,381
5QKA9,119
628QT,787
6349T,111
63QT9,11
64295,707
65732,67
65783,510
69KQT,6
6T72Q,84
6A27K,403
6A952,45
74T6A,744
75A34,160
769K3,59
76K24,759
76AT5,616
79863,329
7T64Q,651
7T824,442
7T93K,723
7K58Q,505
7A92K,466
827K6,552
837QT,332
852T3,12
859A7,715
86593,636
89KT2,251
8T954,579
8TQA2,151
8AT4Q,356
94673,646
9472K,849
95432,420
97T63,290
9875Q,876
98TK4,907
9T5A4,738
9QT2K,390
9QA53,597
T237A,220
T2AQK,256
T3KA9,296
T6287,810
T7653,704
T78K4,360
T8A32,891
TQ683,830
TQA65,325
TK6QA,706
TA4Q7,945
TA538,161
Q3T94,678
Q5A2K,280
Q684T,820
Q723K,657
Q748K,469
Q8743,894
Q9732,780
Q9T28,499
QTK76,114
QA342,378
QAT85,638
K29T3,570
K3795,875
K42Q8,184
K5498,175
K54QT,471
K78T6,235
K79Q2,460
K8374,680
KTAQ4,734
KQ39T,355
KAT73,380
A3T76,71
A5Q7K,775
A6K37,444
A8265,640
A8573,786
A924K,555
A9325,848
A9TK7,710
A9K82,120
AT5K9,138
ATK29,672
AQ793,975
AQK48,369
AK42Q,990
J2A34,535
J37QA,670
J463A,363
J57Q2,686
J7T2Q,293
J7K23,149
JK954,778
JK9A2,365
JA536,1000
2J9Q4,934
22953,141
23QJ9,397
24K33,50
25889,685
26648,950
26869,885
26K72,991
27656,797
2T68J,919
2AJT7,631
2AJQ4,856
2A5J6,270
2ATKT,765
32466,306
32QTQ,379
34584,776
348Q8,196
36A2J,374
37QTT,252
37A6A,615
38TKK,988
39965,452
39Q7Q,126
3T3K9,718
3AJ82,260
42A74,305
43AJ9,573
44K8A,745
4547A,49
4558Q,268
49269,937
496Q4,674
4T686,18
4A77Q,871
52QAQ,811
542T5,52
54QKQ,726
54A7J,773
553A4,459
5593K,743
55T9A,683
56674,627
573K5,897
574K7,884
576J4,826
57A9J,512
5T598,858
5Q895,976
5A465,411
6J387,243
62Q69,474
62A25,206
6346T,798
63A3T,121
64T47,603
65277,703
652KK,478
6557Q,753
65877,805
65AA8,13
68A7J,695
69562,814
6T9J5,86
6Q2A6,35
6Q3T3,358
6KATK,768
6AKA5,536
7242T,558
72889,264
743JT,216
759T5,844
766K8,60
76KK3,606
78A8K,166
79TK9,142
7Q434,481
7Q749,716
7Q8JT,396
7Q922,53
7K663,291
7A4KJ,430
82729,687
82T92,749
834JQ,962
83T63,349
85T6T,834
862Q8,546
867JQ,30
8765J,792
88352,694
89926,388
8QJ72,750
8Q7T7,238
8Q87T,327
8K9T9,198
8AJ53,88
8A863,915
92947,908
92K4J,887
94Q3Q,173
95567,364
95Q49,292
9626T,515
969Q2,621
97662,633
97K7Q,262
984JK,748
9844Q,493
98685,599
9Q8Q5,959
9AJ25,889
9A2T2,334
9A868,735
9ATQA,219
TJ428,498
T3A2A,981
T4427,675
T49T7,400
T4TKA,758
T59KT,34
T5T89,99
T638T,265
T657T,74
T69J7,297
T6A9A,932
T7627,879
T78QQ,76
T7973,309
T7AKA,628
T8J23,783
T86JA,736
T893T,653
TT26A,665
TQJ26,462
TKJ59,608
TK443,181
TKQAQ,618
TA5JK,530
TAT37,70
QJ85K,777
QJK78,917
Q32KQ,517
Q6J98,815
Q8AJ3,308
Q8A7A,763
Q8AAK,946
Q939A,80
QT29J,450
QT86T,287
QTKJA,315
QQ529,190
QKJA4,276
QK57Q,868
QA688,62
QA977,531
KJ56A,978
KJ982,883
KJT3Q,394
K299T,249
K3346,513
K4889,347
K5J82,788
K67JA,864
K7KT6,677
K8J76,960
K94JQ,106
K956J,357
K9792,605
KTQ2J,157
KK587,982
KK957,717
AJ247,866
A37AQ,58
A383T,503
A393T,246
A3A86,839
A3AQ9,796
A43A8,350
A53Q5,724
A6J83,101
A7KJ2,4
A7K44,751
A7K8J,730
A8A3Q,795
AT4A7,487
AT6JK,541
AT8KJ,924
AKJ48,877
AA85Q,282
AAT68,785
23K3K,951
252QQ,316
255QQ,405
26868,676
27233,359
28862,691
299A2,421
2QQ28,453
2KQK2,791
2KAKA,985
2AQ2A,100
323QQ,568
34394,169
34Q3Q,431
3553K,171
36263,227
37272,191
3838Q,696
3Q223,456
3QKQ3,803
3KT3K,389
3A34A,255
3AA3K,732
44QQT,55
46556,835
49942,575
4KK88,532
52235,415
522K5,998
52353,807
53775,968
54459,921
55TT4,895
56365,692
57A5A,164
58335,584
588TT,966
58959,867
59945,458
59AA5,550
5T4T4,353
5QQK5,64
63996,995
64346,518
646K4,90
66339,143
66373,708
66552,112
66838,323
6Q7Q6,47
6A8A8,679
73375,544
74247,654
74979,127
75475,590
77883,103
77K4K,97
79972,961
79T9T,757
7KQKQ,51
7KAK7,63
82T28,547
833AA,105
877TT,247
88933,447
89289,408
8T22T,257
8KT8K,463
8A98A,250
9229K,281
92T2T,893
933TT,851
94495,155
96556,870
98789,96
98822,199
98T9T,298
99334,1
9QT9T,955
T3KT3,254
T47T4,829
T7T76,511
TT664,81
TQ3T3,8
TQ7QT,684
TKTK4,819
TAT55,731
Q322Q,413
Q3Q35,635
Q44Q5,66
Q626Q,593
Q6Q86,580
QT4QT,65
QQA88,940
K26K2,344
K292K,318
K2K66,909
K5KQ5,174
K8833,813
K9K89,27
KQ4KQ,438
A4A22,486
A83A8,971
A8A82,494
AQKAK,656
AA223,872
JJ278,592
JJ4A6,754
J2K2T,790
J3227,134
J3753,310
J3TJ5,182
J42JK,539
J4522,812
J4Q7Q,234
J5256,93
J5A7A,335
J6442,150
J79A7,865
J8J52,698
J8992,771
JTJ63,457
JT24T,226
JT6T7,933
JQ747,417
JQTJ3,746
JQQT9,507
JK535,230
JKQ7J,433
JKQQ5,83
2J972,823
2JT52,242
22253,614
23J39,212
23J3K,862
24J4A,195
2422T,467
24344,321
26966,799
27333,144
2777Q,912
28J84,666
28522,965
29998,113
2T33J,485
2Q5J2,163
2Q922,859
2QQ5J,32
3J66A,598
3J9AJ,554
3JQJ9,825
3JA73,89
332JA,977
33365,495
33853,129
33A3K,177
33A8J,204
35666,42
37383,133
37Q33,824
38233,439
39334,383
3Q32J,140
3KJQK,385
3A999,727
4J226,289
4JK22,406
444Q5,277
44764,115
449T4,484
44T24,490
45494,613
45QQQ,801
45A55,906
46A66,407
48244,972
494TJ,779
49644,540
4KA44,244
5J3AA,551
5J5A7,278
5JTJ2,629
52355,782
53J57,14
535Q5,534
55JQ6,146
554AJ,217
57J3J,326
5922J,275
5T55A,624
5QJQT,286
5Q999,902
5K556,861
5A355,682
5A755,24
6J4AA,565
6J695,556
64KKK,384
66JQ2,881
66236,492
6662Q,602
66678,582
666Q3,118
66K65,285
66A65,645
68444,956
688J2,409
69KJ6,29
6T66Q,545
6QJ77,993
6QJK6,366
6K6J2,351
7JJ23,301
7J344,135
72JQQ,497
7222T,600
72252,464
72888,266
73TTT,375
74J7T,585
74448,399
74779,20
752J5,425
75QJ5,423
75AAA,625
76JA6,167
77427,319
7747A,279
7774Q,882
777K4,523
7796J,560
797T7,928
7T757,79
7QJTJ,650
7KJ99,549
7K2J7,432
7A333,31
7AQ77,16
8JJA9,39
8J2A2,721
8J393,267
8J77T,533
8J982,821
8JA66,393
822J5,416
82885,194
834J4,178
8424J,187
866J2,21
86882,838
8737J,688
87727,87
884JQ,386
886J7,667
8885Q,443
88T48,639
8AJ89,302
8AA3J,284
9J77K,617
9JA4A,156
93599,767
94222,548
94244,210
9492J,272
95A9J,980
96JAJ,601
96992,935
9699A,320
97J44,697
97TTJ,888
989JQ,132
99579,662
99739,104
99958,205
99Q9T,903
9TJT3,300
9T599,343
9T7TT,239
9QQ5Q,496
9QQTQ,328
TJ223,828
T3J63,483
T3338,382
T3533,658
T55JQ,404
T59TT,422
T6TKJ,91
T73TJ,612
T88A8,595
T9998,336
T9T4T,109
T9TQT,73
TT3T9,509
TTT96,311
TTTKQ,969
TTAT6,910
QJJ67,833
QJ6Q3,913
QJ993,68
QJTTK,766
QJK6K,964
QJA8Q,794
Q3J93,920
Q3Q7J,183
Q422J,948
Q44J5,853
Q4QJ9,664
Q5558,307
Q6JAA,339
Q6777,436
Q7775,594
Q797J,926
Q7QQ5,996
Q838J,632
QTTT2,994
QQ2JA,529
QQ25Q,180
QQQ37,15
KJ442,772
K3335,221
K5K9K,567
K7444,949
K8QKK,248
K93J9,472
KTT5T,116
KTK2J,92
KQ9KJ,855
KQKK7,271
KK5K7,331
KK6KT,172
KK8K7,663
KAKQK,973
KAKK2,963
AJTT5,377
A2J2K,240
A2J9A,461
A2228,880
A2229,869
A2333,537
A4J48,128
A4JQ4,299
A6966,733
A7666,669
A7A3A,557
A8AA4,918
AT4TT,569
AT8JA,609
AK5KK,2
AA5QA,283
AA8A3,504
J2KK2,159
J2A2A,655
J7722,954
J7QQ7,711
J8668,324
J9966,348
JTATA,186
JQ33Q,213
JK99K,269
JAQQA,414
22552,201
2266J,26
22992,108
22TT2,72
24424,901
2K22K,61
32332,939
33663,564
3388J,652
33993,690
33QQ3,929
37733,755
38833,563
3T33T,702
3QQQ3,207
43434,314
44222,137
44333,516
44545,942
44T4T,938
47747,538
48J84,346
49J94,930
5J454,739
5335J,644
53533,10
53553,542
54545,236
55656,482
55KKK,832
57757,361
5TT55,847
5QQJ5,896
5QQ5Q,967
6J446,900
62266,818
633J6,185
66336,943
66464,520
6655J,713
66565,890
66996,77
66QQQ,7
66AAJ,958
67766,340
69699,860
6QQ66,793
6K66K,294
6K6KK,237
7J733,649
74J47,337
77766,197
777AA,56
77TJT,578
78787,764
78887,999
79979,850
7Q7QQ,232
7QQ77,426
82J28,124
82228,641
84484,211
85J85,480
85585,395
85588,831
86866,330
88338,836
88899,258
888TT,228
8Q8Q8,974
8AJ8A,372
8AA88,225
8AAA8,525
94494,352
95559,263
95959,845
977J9,476
9889J,846
99339,54
999QQ,200
99TT9,176
99QQQ,488
T2T2J,5
T2T2T,491
T77T7,527
T9TJ9,424
T9T9T,333
TT3J3,693
TTT77,647
TTQQQ,313
QTTQT,147
QQ66J,479
QQQ88,412
QQKJK,936
QAQQA,75
K3K33,367
K3K3K,215
K7KK7,781
K888K,842
KTKTT,223
KQQKQ,508
KQKKQ,911
KK5J5,574
KK6J6,953
KAKAJ,25
AJ99A,312
A333A,630
A33AA,44
A999A,288
A9A9A,899
AQQAA,756
AAKKK,886
JJ8Q8,521
JJQKK,714
JJK44,626
J2J28,402
J3J43,33
J3339,607
J3AJA,94
J4434,784
J4TTJ,857
J5J99,342
J5255,122
J552J,729
J5QQJ,610
J5AAA,979
J6466,524
J6669,722
J9JA9,145
J99K9,427
J9A99,986
JTJJQ,193
JTJ77,689
JT555,465
JQ3JQ,139
JQ9J9,984
JQKKK,705
JKJ4K,368
JK9J9,591
JKK5K,957
2J32J,245
2JTJ2,577
2222Q,747
22252,229
222T2,852
23222,543
23333,500
24444,19
29222,123
29999,992
2QJJQ,719
3J336,802
3J337,46
33337,451
3333T,916
333K3,214
333A3,410
33633,809
35555,944
3T3J3,445
4J44K,209
4333J,816
44J46,429
44JTJ,947
44434,720
44446,561
44474,989
44T44,514
44A44,941
4544J,566
45444,709
47J44,892
5JQ55,85
55255,110
55556,468
55559,571
5555A,3
555T5,854
55755,148
5888J,997
626J6,165
65J55,370
65J66,701
66366,770
66664,48
66665,620
6666K,642
66696,637
66766,273
66A66,202
69999,434
6TJTT,317
7JJ7Q,437
722J2,752
77J67,760
77J97,904
77778,840
77779,671
7777Q,446
787J7,659
79999,827
7TJ77,506
7Q77J,742
7AJAA,562
7A777,98
8JKKK,78
85888,241
866J6,604
88JJ7,448
88J89,622
88688,589
88828,681
88884,800
88988,769
88Q88,449
88A88,158
8T888,581
8K888,418
8A8J8,611
93JJ9,987
93333,588
93999,373
949J9,233
94999,863
95999,475
9995J,428
9999T,9
9QQJQ,583
9KKKK,923
9A999,398
TJ8TJ,519
TJT8T,131
T4TTT,648
T666J,983
T8TTT,136
TT9TT,28
TTT6T,737
TTT7T,559
TTTT3,477
TTQTT,192
TAAAJ,762
TAAAA,152
QJ4QQ,208
Q4444,970
Q5555,82
QQJQ3,203
QQJQ8,354
QQJQK,274
QQ2QQ,774
QQQ7Q,168
QQQ8Q,37
QKKKK,218
QAAAA,634
K4444,23
K5555,224
K7J77,837
K7777,441
K888J,401
K9999,898
KK4KK,57
KK6KK,253
KKTKK,501
KKK2K,454
KKK5K,295
KKKK8,362
KAKKK,179
KAAAJ,931
AJAAQ,125
A6JAJ,43
AKAAA,440
AAJ2A,728
AA4AJ,345
AA8JJ,419
AAA6A,925
AAA8A,922
AAAA2,304
AAAA4,740
AAAA5,40
JJJJJ,905
JJ333,673
JJ44J,843
JJ8JJ,700
J5J55,699
J777J,576
J8JJ8,817
J888J,808
J9J99,435
JTTJT,231
JQJQQ,873
JKKKK,789
2J22J,455
222J2,392
3JJ3J,725
3333J,130
4J44J,102
4J444,259
555J5,522
66JJ6,222
6666J,914
777J7,188
8888J,341
9J999,526
99JJJ,619
TTTTJ,489
QQQQJ,952
KKJKJ,623
AJAAJ,553
AAAJA,338
